"institution","collection","recordsets","recordsetQuery","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","description","descriptionForSpecialists","cataloguedSpecimens","knownToContainTypes","taxonCoverage","geographic_range","collectionExtent","contact","contact_role","contact_email","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","UniqueNameUUID","attributionLogoURL","providerManagedID","derivedFrom","sameAs","flags","portalDisplay","lat","lon","count","type"
"Grand Valley State University","Herbarium","6e922c92-b37d-4c46-8982-19d945ff8fd1","{""recordset"":""6e922c92-b37d-4c46-8982-19d945ff8fd1""}","GVSC<IH>","","urn:uuid:0467de28-b5d7-43e4-bc74-8e384d356d96","urn:lsid:biocol.org:col:13132","","","","",NA,NA,"","","","","","","Biology Department, 1 Campus Dr.","Allendale","Michigan","49401-9403","1 Campus Dr.","Allendale","Michigan","49401-9403","urn:uuid:d839a491-de18-4701-8384-c1e1be4464d3","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124639","","",42.9645,-85.89,4336,"plantae"
"University of Washington, Friday Harbor Laboratories","Herbarium","093030d9-a124-42a8-8cf3-8c6904fefbe7","{""recordset"":""093030d9-a124-42a8-8cf3-8c6904fefbe7"",""collectioncode"":""Algae""}","FHL<IH>","Algae","urn:uuid:2b6ffeb8-5054-4b4f-adbc-add7b96230ad","urn:lsid:biocol.org:col:14895","http://depts.washington.edu/fhl","http://depts.washington.edu/fhl/resfac_Synoptic.html","","",NA,NA,"","","","David Duggins","Curator","dduggins@u.washington.edu","620 University Road","Friday Harbor","Washington","98250","620 University Road","Friday Harbor","Washington","98250","urn:uuid:14ffffdc-d1f9-4769-9732-7b473956c288","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124581","","",48.5431,-123.0231,3921,"plantae"
"Salem College","Herbarium","4c9d08ce-71c1-47b8-a572-2d40e5984c49","{""recordset"":""4c9d08ce-71c1-47b8-a572-2d40e5984c49""}","SC<IH>","","urn:uuid:c384e164-226b-4792-948d-0f17315e53f1","urn:lsid:biocol.org:col:15455","","","","",NA,NA,"","","","Dane Kuppinger","","dane.kuppinger@salem.edu","Biology Department, 601 S. Church Street","Winston-Salem","North Carolina","27108-0548","","Winston-Salem","North Carolina","27108-0548","urn:uuid:37e72f22-1f39-4c32-98b0-459bbbba322e","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125853","","",36.0275,-80.2073,3876,"plantae"
"Northern Illinois University","Herbarium","d5a1b706-c624-43df-afcf-9cea7094e75b","{""recordset"":""d5a1b706-c624-43df-afcf-9cea7094e75b""}","DEK<IH>","","urn:uuid:9824e498-8acb-4a57-9b63-2eba0ecd9121","urn:lsid:biocol.org:col:13955","http://www.bios.niu.edu/about_us/herbarium.shtml","","","",NA,NA,"","","","Paul D. Sørensen","","","Biological Sciences Department","DeKalb","Illinois","60115-2861","","DeKalb","Illinois","60115-2861","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125552","","",41.9295,-88.7504,3841,"plantae"
"Bartlett Arboretum","Herbarium","64b54f96-91f0-4442-b6de-173aa1a5c31b","{""recordset"":""64b54f96-91f0-4442-b6de-173aa1a5c31b""}","BART<IH>","","urn:uuid:83a735ef-f148-4a1c-a548-21612548b11c","","http://www.bartlettarboretum.org","","","",NA,NA,"","","","Patrick Sweeney","","patrick.sweeney@yale.edu","151 Brookdale Rd.","Stamford","Connecticut","06903-4199","151 Brookdale Rd.","Stamford","Connecticut","06903-4199","urn:uuid:acf2ab59-c594-4a89-af6f-42abfae856e1","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=155325","","",41.1328,-73.5527,3789,"plantae"
"University of Arizona","Herbarium","196bb137-2f82-40d5-b294-e730af29749f","{""recordset"":""196bb137-2f82-40d5-b294-e730af29749f""}","ARIZ<IH>","","urn:uuid:fb2690cc-02d4-4dfb-a6fa-fe07559b19b0","urn:lsid:biocol.org:col:15814","http://ag.arizona.edu/herbarium/index.php","http://db.herbarium.arizona.edu/collections/harvestparams.php?db[]=2&catid=0","","",NA,NA,"","","","Shelley McMahon","Herbarium director","mcmahonm@email.arizona.edu","Herring Hall, P.O. Box 210036, 1130 East South Campus Drive","Tucson","Arizona","85721","Herring Hall, P.O. Box 210036, 1130 East South Campus Drive","Tucson","Arizona","85721","urn:uuid:123e853b-916b-4f06-b6e3-aae999ff5db4","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126588","","",32.2338,-110.95,3738,"plantae"
"Hillsdale College","Herbarium","a50e98bd-13e9-41fe-a5cc-aee4f240628b","{""recordset"":""a50e98bd-13e9-41fe-a5cc-aee4f240628b""}","HLSD<IH>","","urn:uuid:5bc383bf-114d-4874-9412-244178fe5440","","","","","",NA,NA,"","","","","","","Biology Department, 33 E. College St.","Hillsdale","Michigan","49242","","Hillsdale","Michigan","49242","urn:uuid:66652843-9a1a-44ec-bc22-a9b185e8c00a","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=174382","","",41.9201,-84.6305,3635,"plantae"
"Humboldt State University","Herbarium","66e00116-15fa-4149-a94a-eb91b98b622c","{""recordset"":""66e00116-15fa-4149-a94a-eb91b98b622c""}","HSC<IH>","","urn:uuid:bfde9eb9-a4c2-46ba-92d4-aca30dd32239","","http://www.humboldt.edu/herbarium/index.html","http://www.humboldt.edu/herbarium/collection/index.html","California","",132000,NA,"","California","132000","Michael R. Mesler","Herbarium director","mrm1@humboldt.edu","1 Harpst St","Arcata","California","95521-8299","1 Harpst St","Arcata","California","95521-8299","urn:uuid:2ee53f73-8124-4972-ad90-5ac18c483e93","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124782","","",40.8741,-124.0816,3631,"plantae"
"University of Nevada, Las Vegas,Wesley E. Niles Herbarium","Herbarium","4900d7ce-9442-4305-9889-c9cbbb953eaa, 9b62118d-9b90-46b1-854d-06a5a9a22a90","{""recordset"":[""4900d7ce-9442-4305-9889-c9cbbb953eaa"",""9b62118d-9b90-46b1-854d-06a5a9a22a90""]}","UNLV","","urn:uuid:2251181d-fea9-4c62-95af-82f8e9d8a8b6","urn:lsid:biocol.org:col:15599","http://www.unlv.edu/lifesciences/herbarium","","The focus of the herbarium is plants of Nevada, and the contiguous states of California, Utah, Arizona, and Oregon. Floral regions emphasized include the Mojave Desert, Colorado Plateau, and Great Basin.","",65000,NA,"The focus of the herbarium is plants of Nevada, and the contiguous states of California, Utah, Arizona, and Oregon. Floral regions emphasized include the Mojave Desert, Colorado Plateau, and Great Basin.","","65000","Kathryn J. Birgy","","kathryn.birgy@unlv.edu","School of Life Sciences, Box 454004","Las Vegas","Nevada","89154-4004","4505 Maryland Parkway, School of Life Sciences, University of Nevada, Las Vegas, Box 454004","Las Vegas","Nevada","89154-4004","urn:uuid:f60c3fa0-0786-4dfb-b7db-2d127974a581","","","","","","",35.9279,-114.9721,3323,"plantae"
"Craters of the Moon National Monument","Herbarium","2d4658e3-0d1a-43fc-97ff-b4813dd1f86e","{""recordset"":""2d4658e3-0d1a-43fc-97ff-b4813dd1f86e""}","CRMO","Vascular","urn:uuid:c28dc8a5-eb3b-4abf-ba7a-ea9c62204534","","","","","",NA,NA,"","","","","","","","","Idaho","","","","Idaho","","","","","","","","",43.2009,-113.518,3257,"plantae"
"Colorado Mesa University, Walter A. Kelley Herbarium","Herbarium","a83151ae-e1db-4166-9dde-438f6544dca9","{""recordset"":""a83151ae-e1db-4166-9dde-438f6544dca9""}","MESA<IH>","","urn:uuid:b21d66d7-a691-4d68-8140-04c0516f72ac","urn:lsid:biocol.org:col:13569","","","","",NA,NA,"","","","Stephen Stern","Curator","sstern@coloradomesa.edu","Biology Department, 1100 North Avenue","Grand Junction","Colorado","81501","","Grand Junction","Colorado","81501","urn:uuid:72889a55-aa07-4c2f-a4af-d0f60dafbee2","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125245","","",39.0718,-108.5471,3167,"plantae"
"Catalina Island Conservancy","Herbarium","0b17c21a-f7e2-4967-bdf8-60cf9b06c721","{""recordset"":""0b17c21a-f7e2-4967-bdf8-60cf9b06c721"",""institutioncode"":""CATA""}","CATA<IH>","","urn:uuid:9bbafd74-4ffc-4dfb-94e5-b71b93ac9b2a","","","","","",NA,NA,"","","","Julie King","","jking@catalinaconservancy.org","Post Office Box 2739","Avalon","California","90704","1404 Avalon Canyon Rd.","Avalon","California","90704","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=158628","","",33.7494,-118.1002,2832,"plantae"
"Mote Marine Laboratory","Herbarium","8783e947-93cf-4b60-b387-d10642b0eee0","{""recordset"":""8783e947-93cf-4b60-b387-d10642b0eee0""}","MOT<IH>","","urn:uuid:c00d62e8-d47b-4951-8f97-8d6d5107e3e8","urn:lsid:biocol.org:col:13608","","","","",NA,NA,"","","","Ernest Estevez","Director","estevez@mote.org","Center for Coastal Ecology, 1600 Ken Thompson Parkway","Sarasota","Florida","34236","","Sarasota","Florida","34236","urn:uuid:d746d081-e574-47b2-bb60-2b6b8a365ca0","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125301","","",27.3269,-82.5433,2829,"plantae"
"University of Texas at Austin, The Culture Collection of Algae","Algae culture","34344d35-1857-4ef3-924e-bfab3c2524fd","{""recordset"":""34344d35-1857-4ef3-924e-bfab3c2524fd""}","UTEX","","urn:uuid:9b16b878-b986-4fb6-8306-7a6863a2ccca","","http://www.utex.org","","","",NA,NA,"","","","Davis Nobles, Jr","Curator","dnobles@mail.utexas.edu","The University of Texas at Austin, The Culture Collection of Algae (UTEX), 205 W. 24th St A6700","Austin","Texas","78712-1240","The Culture Collection of Algae (UTEX), MCDB, Bio Labs 311, 205 W. 24th St.","Austin","Texas","78712","urn:uuid:59ac3cdc-5938-49b0-9429-2cb1e80d22b6","","","","","","",30.2875,-97.7383,2813,"plantae"
"University of Arkansas","Herbarium","5e8863ea-56ec-40f3-8075-d42b35d12e72","{""recordset"":""5e8863ea-56ec-40f3-8075-d42b35d12e72""}","UARK<IH>","","urn:uuid:a33083e8-a237-4731-83a7-2b7ea78eef8d","urn:lsid:biocol.org:col:15499","http://uark.edu/~arkflora","","","",NA,NA,"","","","Johnnie L. Gentry","Coordinator","gentry@uark.edu","Biomass Research Center Room 139","Fayetteville","Arkansas","72701","Biomass Research Center Room 139","Fayetteville","Arkansas","72701","urn:uuid:f936ccc2-c8e2-4847-8e9c-72a1072eed2b","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126592","","",36.0426,-94.1656,2790,"plantae"
"University of Illinois, Illinois Natural History Survey","Bryophytes","f4214a7a-6793-48e0-ac41-9baff83096d3","{""recordset"":""f4214a7a-6793-48e0-ac41-9baff83096d3""}","ILLS","ILLS","urn:uuid:7fffd102-fe3b-11e4-ac7a-002315492bbc","http://grbio.org/cool/sf99-4dwm","http://wwx.inhs.illinois.edu/collections/plants","","80% of the ILLS collection is from within Illinois with a significant number of Threatened and Endangered species. ILLS also holds a sizable number of specimens collected from the Great Smokey Mountains National Park (GSMNP), Kyrgyzstan, and China.","",250000,NA,"","80% of the ILLS collection is from within Illinois with a significant number of Threatened and Endangered species. ILLS also holds a sizable number of specimens collected from the Great Smokey Mountains National Park (GSMNP), Kyrgyzstan, and China.","250000","Jamie Minnaert-Grote","Collection Manager","minnaert@illinois.edu","1816 South Oak Street, MC 652","Champaign","Illinois","61820","1816 South Oak Street, MC 652","Champaign","Illinois","61820","urn:uuid:d0689818-af23-4395-8251-82df8f68b028","","","","","","",40.132,-88.2332,2743,"plantae"
"University of Maine Herbarium","Mosses","b62cf6c0-e046-4c3f-9765-d0e046072b0f","{""recordset"":""b62cf6c0-e046-4c3f-9765-d0e046072b0f""}","MAINE<IH>","","urn:uuid:53cf4311-b8ec-4f38-bd00-09e8228c28b6","","http://herbaria.umaine.edu/index.php?action=collections","http://herbaria.umaine.edu/index.php?action=mosses","","",NA,NA,"","","","Christopher S. Campbell","Curator","campbell@maine.edu","School of Biology and Ecology, 261 Hitchner Hall","Orono","Maine","04469-5735","Hannibal Hamlin Hall.","Orono","Maine","04469-5735","urn:uuid:6deb519e-8492-4694-a705-b8055857c15f","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126720","","",44.806,-68.7919,2687,"plantae"
"North Carolina Zoological Park","Herbarium","f3327705-8d69-4d9c-88b7-584a08c74653","{""recordset"":""f3327705-8d69-4d9c-88b7-584a08c74653""}","NCZP<IH>","","urn:uuid:ddb8f62c-6d4a-4648-9459-3cc5003c01d4","","http://www.nczoo.org/","","","",1800,NA,"","","1800","Nell Allen","Associate Curator of Conservation & Research","nell.allen@nczoo.org","4401 Zoo Parkway","Asheboro","North Carolina","27205","4401 Zoo Parkway","Asheboro","North Carolina","27205","urn:uuid:ce118ca8-faea-4ac3-9483-dcc1d162a949","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=243989","","",35.6275,-79.7595,2681,"plantae"
"Cornell College","Herbarium","945d6d7d-c768-4189-be9d-f693104d590c","{""recordset"":""945d6d7d-c768-4189-be9d-f693104d590c""}","MOVC<IH>","","urn:uuid:40fec496-9d5d-4a43-bc55-fef35827cfc8","urn:lsid:biocol.org:col:12889","","","","",NA,NA,"","","","Marty Condon","","mcondon@cornellcollege.edu","Biology Department","Mount Vernon","Iowa","52314-1098","","Mount Vernon","Iowa","52314-1098","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124340","","",41.9398,-91.4508,2636,"plantae"
"Bureau of Land Management, Las Cruces District Office","Herbarium","a8cafd75-ca3b-42c6-8b8e-52aafa15753b","{""recordset"":""a8cafd75-ca3b-42c6-8b8e-52aafa15753b""}","BLM","LCDO","urn:uuid:8a14fbc3-e309-480b-91c8-ac26acc7ff52","","","","","",NA,NA,"","","","Patrick Alexander","Collection Manager","palexander@blm.gov","1800 Marquess Street","Las Cruces","New Mexico","88005-3371","1800 Marquess Street","Las Cruces","New Mexico","88005-3371","","","","","","","",32.288,-106.78,2470,"plantae"
"University of Alabama Herbarium","Herbarium","5ddcbd44-1802-46b0-bae5-11126409c03d","{""recordset"":""5ddcbd44-1802-46b0-bae5-11126409c03d""}","UNA<IH>","","urn:uuid:583d5616-49bd-4a3e-bbe0-011cd048e19b","urn:lsid:biocol.org:col:15757","http://bama.ua.edu/~bsc/herbarium/","","","",NA,NA,"","","","Steven Ginzbarg","Collections Manager","sginzbar@biology.as.ua.edu","Box 870345","Tuscaloosa","Alabama","35487","Mary Harmon Bryant Hall<br />Hackberry Lane., 500 Hackberry Ln.","Tuscaloosa","Alabama","35487-0345","urn:uuid:5dd09d1d-f23a-481d-b232-a0ac19664dc1","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126580","","",33.2218,-87.5433,2398,"plantae"
"Coconino National Forest","Herbarium","0fb6618f-f8d6-4361-8b2d-0923d4aa3c09","{""recordset"":""0fb6618f-f8d6-4361-8b2d-0923d4aa3c09""}","USFS<IH>","COC","urn:uuid:bbe292bc-34ed-4461-8b9e-9eb3782603e0","","","","","",NA,NA,"","","","Debra Crisp","Collection Manager","dcrisp@fs.fed.us","","","Arizona","","","","Arizona","","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125798","","",NA,NA,2304,"plantae"
"Tarleton State University, Biological Sciences Department","Herbarium","c7ae0ade-c23e-4fe6-a3d4-79bd973374c2","{""recordset"":""c7ae0ade-c23e-4fe6-a3d4-79bd973374c2""}","TAC<IH>","","urn:uuid:ff9fbeae-0f34-4746-b7eb-76f0df353bfc","urn:lsid:biocol.org:col:14176","","","","",NA,NA,"","","","Allan D. Nelson","Curator","nelson@tarleton.edu","Biological Sciences Department, P.O. Box T-0100","Stephenville","Texas","76402","Tarleton Station., 201 St. Felix Street","Stephenville","Texas","76402","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126117","","",32.2225,-98.2034,2124,"plantae"
"Southwestern Research Station of the American Museum of Natural History","Herbarium","350ed733-b782-4195-a5dd-e61e5c82d837","{""recordset"":""350ed733-b782-4195-a5dd-e61e5c82d837""}","SWRS","","urn:uuid:32eb5f3e-5104-426e-9d53-136e859e72ea","","","","The Southwestern Research Station aspires to add to the existing diversity and strengths of the American Museum of Natural History by providing scientists and educators from the Museum and other institutions across the country and around the world the opportunity to participate in research, workshops, and classes in one of the most biologically rich environments in the United States. The Station seeks to face the challenges of the future by promoting knowledge and understanding of our ever changing world and by evolving to meet the current needs of individuals and groups that strive to conserve the world’s biodiversity – all through the benefits of an outdoor laboratory that enhances research and education.","",NA,NA,"","","","Marilyn Loveless","Collection Manager","MLOVELESS@wooster.edu","2003 W Cave Creek Rd","Portal","Arizona","85632","2003 W Cave Creek Rd","Portal","Arizona","85632","","","","","","","",31.884,-109.2061,2091,"plantae"
"Bandelier National Monument","Herbarium","aeed0286-ffe4-45b8-a7b9-bcee18361433","{""recordset"":""aeed0286-ffe4-45b8-a7b9-bcee18361433""}","NPS<IH>","BAND","urn:uuid:182b40fc-9199-4652-b340-72e79ca7b147","","https://www-lib.uwyo.edu/digitalherbaria/","","","The flora of Bandelier is now one of the best documented, and most current, vascular plant inventories available for any unit in the National Park Service. The completion of a Revised Checklist of the Vascular Plants of Bandelier National Monument (Jacobs 2012) represents the first significant update to the flora of the monument in the 20 years since completion of the initial Flora of Bandelier project (Jacobs, 1989). Over 50 additional taxa are documented for the monument, bringing the total from around 746 species in 1989 to 800+ in 2012. The relatively high diversity of vascular plants (800+ taxa documented for 33,000 acre area) reflects the complex topography and wide range of climatic settings available across a nearly 5000-foot elevation range from the Rio Grande at 5300-feet to the summit of Cerro Grande at 10100-feet. However over 15% of the flora is non-native reflecting the legacy of historic landuse and modern disturbances. The monuments herbarium serves the dual purpose of documenting the monuments flora, while also providing a key botanical reference in support of research and monitoring efforts.",NA,NA,"","","","","","","","","","","","","","","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=","","",35.7651,-106.3221,2021,"plantae"
"Gila National Forest","Herbarium","c13a5966-99a3-4383-b9ef-259cf46800fe","{""recordset"":""c13a5966-99a3-4383-b9ef-259cf46800fe""}","USFS<IH>","GILA","urn:uuid:3edc8781-9419-485f-9154-19a4111ae013","","","","","",NA,NA,"","","","Jenny Natharius","Collection Manager","jennymnatharius@fs.fed.us","3005 E Camino del Bosque","Silver City","New Mexico","Silver City","3005 E Camino del Bosque","88061","New Mexico","88061","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125798","","",32.7902,-108.2458,1944,"plantae"
"Snow College","Herbarium","03e04b8e-1dea-49ac-8a46-4276ddcfed21","{""recordset"":""03e04b8e-1dea-49ac-8a46-4276ddcfed21""}","EPHR<IH>","","urn:uuid:c77724dd-5fec-4554-97e6-db48dd282d45","urn:lsid:biocol.org:col:15460","","","","",NA,NA,"","","","Luis Gordillo","","luis.gordillo@snow.edu","Biology Department","Ephraim","Utah","84627","150 East College Ave.","Ephraim","Utah","84627","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125980","","",39.3731,-111.6252,1778,"plantae"
"Old Dominion University, Department of Biological Sciences","Herbarium","0038ce2e-43bb-4f70-8dd6-dca34efd3fca","{""recordset"":""0038ce2e-43bb-4f70-8dd6-dca34efd3fca""}","ODU<IH>","","urn:uuid:7ff25202-843f-4496-aa2b-97b842b3ddd8","urn:lsid:biocol.org:col:13809","","","","",NA,NA,"","","","Lisa Wallace","Director","lewallac@odu.edu","Department of Biological Sciences, 45th Street, 354 Mills Godwin Building, 45th Street, 354 Mills Godwin Building","Norfolk","Virginia","23529-0266","Hampton Boulevard., Old Dominion University, 45th Street, 354 Mills Godwin Building","Norfolk","Virginia","23529-0266","urn:uuid:e03d5124-2195-4983-9e70-7576db94a387","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125609","","",36.8851,-76.2941,1730,"plantae"
"Arizona Western College","Herbarium","7e43ea77-d2e5-4bdc-a4f7-a4792866f53f","{""recordset"":""7e43ea77-d2e5-4bdc-a4f7-a4792866f53f""}","AWC<IH>","","urn:uuid:0907a39f-7d49-41db-816b-cc4143f0fffe","","https://www.azwestern.edu","","Collections mainly from southwestern Arizona. southwestern Arizona","",1300,NA,"Collections mainly from southwestern Arizona.","southwestern Arizona","1300","Joann Chang","","joann.chang@azwestern.edu","Science Division, AS 117 2020 S. Ave 8E","Yuma","Arizona","85365","Science Division, AS 117 2020 S. Ave 8E","Yuma","Arizona","85365","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=243783","","",32.6893,-114.4982,1664,"plantae"
"Indiana University, Deam Herbarium","Herbarium","2e3a8e5c-eef9-462d-a690-3a91fe111e13, b3d53973-5bac-432a-90d3-7956baa09c5d, 0dab1fc7-ca99-456b-9985-76edbac003e0","{""recordset"":[""2e3a8e5c-eef9-462d-a690-3a91fe111e13"","" b3d53973-5bac-432a-90d3-7956baa09c5d"","" 0dab1fc7-ca99-456b-9985-76edbac003e0""]}","IND<IH>","","urn:uuid:1facebca-3b65-4e4e-8163-3e329a50f97d","urn:lsid:biocol.org:col:15485","http://www.bio.indiana.edu/faculty/facilities/herbarium.shtml","","","",NA,NA,"","","","Eric Knox","Director","eknox@indiana.edu","Department of Biology, Smith Research, Room 130, 2805 East 10th Street","Bloomington","Indiana","47408-2698","Smith Research Center 130C.","Bloomington","Indiana","47408-2698","urn:uuid:b6f1151b-93b8-4efc-ba52-d4674a001b65","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124810","","",39.1663,-86.4813,1575,"plantae"
"Montana State University Northern","Herbarium","8e2f9392-55ac-49f3-bcc2-131a00122626","{""recordset"":""8e2f9392-55ac-49f3-bcc2-131a00122626""}","MSUNH<IH>","","urn:uuid:d1ee291e-c926-4d93-82fe-a49189f0a2d8","","","","Specializing in flora of the north central and eastern plains of Montana. In addition to grass- and shrub lands, we house specimen vouchers from localized mountain areas that rise above the plains (e.g., Sweetgrass Hills, Bears Paw and Little Belt Mountains). Plants collected from prairie potholes and limestone outcrops, as well as those from cottonwood dominated riparian areas and gumbo bluffs associated with the Missouri River Breaks, are included in the collection. Voucher age ranges from the early 1900’s to the present and some of these represent plants collected from more well-known regions, e.g., Yellowstone, Rocky Mountain, and Glacier National Parks.","",5000,NA,"","Specializing in flora of the north central and eastern plains of Montana. In addition to grass- and shrub lands, we house specimen vouchers from localized mountain areas that rise above the plains (e.g., Sweetgrass Hills, Bears Paw and Little Belt Mountains). Plants collected from prairie potholes and limestone outcrops, as well as those from cottonwood dominated riparian areas and gumbo bluffs associated with the Missouri River Breaks, are included in the collection. Voucher age ranges from the early 1900’s to the present and some of these represent plants collected from more well-known regions, e.g., Yellowstone, Rocky Mountain, and Glacier National Parks.","5000","Terri Hildebrand","Curator","Terri.hildebrand@msun.edu","Hagener Science Center 204 300 13th Street West","Havre","Montana","59501","Hagener Science Center 204 300 13th Street West","Havre","Montana","59501","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=244067","","",48.5409,-109.6881,1495,"plantae"
"Arkansas Tech University","Herbarium","85e930bf-6e90-4700-85d1-4c3330efbafb","{""recordset"":""85e930bf-6e90-4700-85d1-4c3330efbafb""}","APCR<IH>","","urn:uuid:4d9d1b2e-a3ae-4fa6-afb4-a83dcfea6272","urn:lsid:biocol.org:col:12608","","","","",NA,NA,"","","","George Johnson","","gjohnson@atu.edu","Department of Biological Sciences, McEver Building, Room 10<br />1701 North Boulder Ave.","Russellville","Arkansas","72801-2222","McEver Hall","Russellville","Arkansas","72801-2222","urn:uuid:98cc96fd-9ec9-45f6-a79a-9a7e13788dcd","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=123985","","",35.305,-93.0986,1456,"plantae"
"Dickinson State University","Herbarium","6226705f-4867-464d-9fab-4e81ecee731f","{""recordset"":""6226705f-4867-464d-9fab-4e81ecee731f""}","DSUND","","urn:uuid:0068cb01-fba5-4173-8616-2ff59d8240a0","","","","","",NA,NA,"","","","Craig W. Whippo","Curator","craig.whippo@dickinsonstate.edu","219 Campus Drive","Dickinson","North Dakota","58601","219 Campus Drive","Dickinson","North Dakota","58601","","","","","","","",46.8817,-102.8002,1453,"plantae"
"Patricia Ledlie Herbarium","Herbarium","4520451d-bd3b-4095-b777-24a420d442c1","{""recordset"":""4520451d-bd3b-4095-b777-24a420d442c1""}","LEDLIE<IH>","","urn:uuid:5e59cada-5053-4695-9096-503b948bab5a","","","","Maine mosses: 42 families, 128 genera, and 320 species. Maine collection representing all 16 counties with an emphasis on Oxford County.","",NA,NA,"Maine mosses: 42 families, 128 genera, and 320 species.","Maine collection representing all 16 counties with an emphasis on Oxford County.","","Patricia Ledlie","Curator","ledlie@ledlie.com","P. O. Box 90","Buckfield","Maine","04220-0090","","","Maine","","urn:uuid:9091021e-8750-48b4-85bc-c6280439cc2d","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=224073","","",44.2864,-70.3492,1402,"plantae"
"Luther College","Herbarium","b6d0f953-29b4-41da-a255-2ed07c83edf1, 0a854fba-3da1-4d7b-88e1-1204a993ee00","{""recordset"":[""b6d0f953-29b4-41da-a255-2ed07c83edf1"",""0a854fba-3da1-4d7b-88e1-1204a993ee00""]}","LCDI<IH>","","urn:uuid:c0416c8a-04ed-4a00-a569-c8eefc794223","urn:lsid:biocol.org:col:13531","","","","",NA,NA,"","","","Beth Lynch","","lynchbet@luther.edu","Biology Department","Decorah","Iowa","52101-1045","","Decorah","Iowa","52101-1045","urn:uuid:7bd84ca8-02d2-4b88-9e57-6dee10b49cca","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125192","","",43.2943,-91.7896,1400,"plantae"
"Bureau of Land Management, Ely District Office","Herbarium","b7a5dadd-7429-489b-9b3b-72abcd9518a3","{""recordset"":""b7a5dadd-7429-489b-9b3b-72abcd9518a3""}","BLM","EDO","urn:uuid:0b176207-5999-44d3-a0e5-2f760f284153","","","","","",NA,FALSE,"","","","Maria Ryan","Collection manager","mmryan@blm.gov","702 N Industrial Way","Ely","Nevada","89301","702 N Industrial Way","Ely","Nevada","89301","","","","","","","",39.2936,-114.8364,1333,"plantae"
"H. J. Andrews Experimental Forest","Herbarium","0a410c4a-cd4f-4bd8-b6ba-a0c2baa37622","{""recordset"":""0a410c4a-cd4f-4bd8-b6ba-a0c2baa37622""}","HJAEF","Vascular","urn:uuid:c8db7e6b-60a5-42d4-9a6f-fc9b7b53cbf8","","http://andrewsforest.oregonstate.edu","http://andrewsforest.oregonstate.edu/lter/data.cfm?frameURL=173","","",NA,NA,"","","","","","","USFS Rd 15-130-132","Blue River","Oregon","97413","USFS Rd 15-130-132","Blue River","Oregon","97413","","","","","","","",44.2122,-122.2552,1317,"plantae"
